[31/Aug/2022 14:38:51] DEBUG [django.utils.autoreload:381] File /workspace/hello-django/django_todo/settings.py previous mtime: 1661956626.6375659, current mtime: 1661956730.8214726
[31/Aug/2022 14:38:51] DEBUG [django.utils.autoreload:355] /workspace/hello-django/django_todo/settings.py notified as changed. Signal results: [(<function template_changed at 0x7f84c854ea60>, None), (<function translation_file_changed at 0x7f84c7ca6f70>, None)].
[31/Aug/2022 14:38:51] INFO [django.utils.autoreload:250] /workspace/hello-django/django_todo/settings.py changed, reloading.
[31/Aug/2022 14:38:52] INFO [django.utils.autoreload:636] Watching for file changes with StatReloader
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:314] Waiting for apps ready_event.
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:326] Apps ready_event triggered. Sending autoreload_started signal.
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:280] Watching dir /workspace/hello-django/locale with glob **/*.mo.
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/mail/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/unittest/suite.py first seen with mtime 1659553842.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/concurrent/futures/_base.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/fields/files.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/heapq.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/queue.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/_sitebuiltins.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/argparse.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/filters.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/views/generic/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/urllib/parse.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/utils/functional.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_bisect.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553821.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/tags.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/bisect.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/checks.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/migrations/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/extension.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/selectors.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/checks/translation.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/packaging/utils.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/urllib/__init__.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/asyncio/format_helpers.py first seen with mtime 1659553840.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/command/bdist.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/checks/urls.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_opcode.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553822.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/helpers.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/views/decorators/common.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/sqlite3/introspection.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing/core.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/asyncio/__init__.py first seen with mtime 1659553840.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_decimal.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553838.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/codecs.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/__init__.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/importlib_metadata/_collections.py first seen with mtime 1659553873.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/migrations/operations/utils.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/__init__.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/sqlparse/utils.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/tempfile.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/base/client.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/urls/exceptions.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/jaraco/text/__init__.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/utils/translation/trans_real.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/fancy_getopt.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/checks/security/base.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/pytz/__init__.py first seen with mtime 1659554442.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/email/utils.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/migrations/operations/base.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/email/base64mime.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/template/smartif.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_deprecation_warning.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/base/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/templatetags/cache.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/email/mime/nonmultipart.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/ccompiler.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/re.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/subprocess.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/logging.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/platform.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/email/message.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/email/_header_value_parser.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/management/__init__.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/more_itertools/more.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/hello-django/todo/views.py first seen with mtime 1661956714.705487
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/errors.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/options.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/collections/__init__.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/archive_util.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/importlib_resources/_legacy.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/sqlparse/filters/tokens.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/utils/cache.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/core.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/pathlib.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/asyncio/base_tasks.py first seen with mtime 1659553840.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/datetime.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/views/decorators/debug.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/core/wsgi.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing/helpers.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/template/autoreload.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/sessions/models.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/pprint.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_socket.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553826.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/signals.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/extern/__init__.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/urls/utils.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/asyncio/runners.py first seen with mtime 1659553840.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/models.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/hashlib.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/hello-django/todo/__init__.py first seen with mtime 1659714539.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/asyncio/base_subprocess.py first seen with mtime 1659553840.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/backends/base/validation.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/template/defaultfilters.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/abc.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/pytz/exceptions.py first seen with mtime 1659554442.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/pytz/tzinfo.py first seen with mtime 1659554442.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/gzip.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_contextvars.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553820.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/dis.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/keyword.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/importlib_metadata/_meta.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/apps/config.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/_bootlocale.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_hashlib.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553825.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/shortcuts.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_sqlite3.cpython-38-x86_64-linux-gnu.so first seen with mtime 1659553829.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/token.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/query_utils.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/forms/fields.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/encodings/__init__.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/discovery.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/config/_apply_pyprojecttoml.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/dist.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/sqlparse/tokens.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/packaging/specifiers.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/config.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/utils/baseconv.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing/util.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/template/defaulttags.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/apps/__init__.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/json/encoder.py first seen with mtime 1659553841.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_distutils/version.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/hello-django/django_todo/urls.py first seen with mtime 1659715481.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/expressions.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/db/models/sql/query.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/utils/asyncio.py first seen with mtime 1659554444.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/_musllinux.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1659554443.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/socket.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /workspace/hello-django/django_todo/settings.py first seen with mtime 1661956730.8214726
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/plistlib.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/importlib_metadata/_text.py first seen with mtime 1659553866.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/_compression.py first seen with mtime 1659553839.0
[31/Aug/2022 14:38:52] DEBUG [django.utils.autoreload:378] File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/setuptools/_vendor/importlib_metadata/_functools.py first seen with mtime 1659553866.0
